split,model,strategy,match_id,season,selection,model_probability,market_probability,estimated_edge,odds,actual_result,won,profit
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-21|Wigan|Liverpool,2011/12,A,0.746598586499032,0.6292134831460674,0.11738510335296459,1.5,D,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-22|Tottenham|Chelsea,2011/12,D,0.3571888902471645,0.2803514376996806,0.07683745254748392,3.4,D,True,2.4
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-26|Stoke|Aston Villa,2011/12,A,0.27962885768748935,0.22551743297680232,0.05411142471068703,4.2,D,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-26|West Brom|Man City,2011/12,A,0.7178612620174425,0.6554307116104868,0.062430550406955665,1.44,D,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-27|Norwich|Tottenham,2011/12,A,0.6334126015997669,0.5263157894736842,0.10709681212608269,1.8,A,True,0.8
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-27|Swansea|QPR,2011/12,D,0.3371712975661538,0.2781844802342606,0.058986817331893204,3.4,D,True,2.4
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-30|Liverpool|Newcastle,2011/12,H,0.7364703450852321,0.6180910495661476,0.11837929551908455,1.53,H,True,0.53
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-31|Norwich|Fulham,2011/12,A,0.4018775181947197,0.34437086092715236,0.05750665726756732,2.75,D,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2011-12-31|Swansea|Tottenham,2011/12,A,0.6357557598328271,0.5657627796668286,0.06999298016599842,1.67,D,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-01|Sunderland|Man City,2011/12,A,0.6815023303295799,0.6180910495661476,0.06341128076343228,1.53,H,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-02|Blackburn|Stoke,2011/12,H,0.45221594945110727,0.3791776382418473,0.07303831120925997,2.5,A,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-02|Fulham|Arsenal,2011/12,A,0.5478810401138398,0.4942630185348632,0.05361802157897655,1.91,H,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-03|Man City|Liverpool,2011/12,H,0.6570745968238968,0.4959022086400889,0.1611723881838079,1.91,H,True,0.9099999999999999
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-03|Tottenham|West Brom,2011/12,H,0.7895629127013549,0.7147962830593281,0.07476662964202685,1.33,H,True,0.33000000000000007
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-03|Wigan|Sunderland,2011/12,D,0.348824762039111,0.2926064529179731,0.0562183091211379,3.25,A,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-04|Newcastle|Man United,2011/12,H,0.24339464291078372,0.1894275807530872,0.05396706215769653,5.0,H,True,4.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-14|Blackburn|Fulham,2011/12,A,0.4600689223376436,0.39768618944323936,0.06238273289440427,2.38,H,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-14|Liverpool|Stoke,2011/12,H,0.7830215144101129,0.6761868406440866,0.10683467376602629,1.4,D,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-15|Swansea|Arsenal,2011/12,A,0.6184667094312397,0.5281969817315331,0.09026972769970665,1.8,H,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-16|Wigan|Man City,2011/12,A,0.785793347695614,0.6761868406440866,0.10960650705152741,1.4,A,True,0.3999999999999999
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-21|Bolton|Liverpool,2011/12,A,0.6789284982897807,0.5875440658049355,0.09138443248484529,1.62,H,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-21|Fulham|Newcastle,2011/12,D,0.3419201028653478,0.2781844802342606,0.06373562263108717,3.4,H,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-21|Norwich|Chelsea,2011/12,H,0.23159926647328025,0.17330837122225196,0.05829089525102829,5.5,D,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-21|QPR|Wigan,2011/12,H,0.5701634246718698,0.47291361639824303,0.09724980827362673,2.0,H,True,1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-21|Stoke|West Brom,2011/12,A,0.27945854921494934,0.22551743297680232,0.05394111623814701,4.2,A,True,3.2
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-22|Arsenal|Man United,2011/12,D,0.4359498030239733,0.2797761790567546,0.15617362396721868,3.4,A,False,-1.0
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-22|Man City|Tottenham,2011/12,H,0.6426435223257231,0.49799419006778256,0.14464933225794052,1.91,H,True,0.9099999999999999
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-31|Man United|Stoke,2011/12,H,0.8166405105028651,0.7147962830593281,0.10184422744353705,1.33,H,True,0.33000000000000007
TRAINING,logistic_regression,fixed_edge_0.05,2011/12|2012-01-31|Swansea|Chelsea,2011/12,H,0.29124300997848185,0.23636363636363636,0.05487937361484549,4.0,D,False,-1.0
